,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Year
27,28 Apr,0.6,0.6,0.6,0.6,29.1,34.5,25.0,7.6,40.3,2015
28,29 Apr,0.0,0.0,0.0,0.0,29.5,33.9,26.5,10.4,32.8,2015
29,30 Apr,0.0,0.0,0.0,0.0,28.2,32.6,26.2,6.1,34.9,2015
0,1 Mar,0.0,0.0,0.0,0.0,28.5,32.7,26.0,13.7,41.8,2015
1,2 Mar,0.0,0.0,0.0,0.0,28.4,33.0,26.1,13.7,36.0,2015
2,3 Mar,0.0,0.0,0.0,0.0,27.9,33.0,24.7,12.2,33.5,2015
3,4 Mar,0.0,0.0,0.0,0.0,28.1,33.8,24.6,12.2,30.6,2015
4,5 Mar,0.0,0.0,0.0,0.0,28.8,34.2,24.9,9.4,25.2,2015
5,6 Mar,0.0,0.0,0.0,0.0,28.5,32.1,26.9,10.4,30.6,2015
6,7 Mar,0.0,0.0,0.0,0.0,29.4,34.2,26.8,10.1,32.0,2015
7,8 Mar,0.0,0.0,0.0,0.0,29.3,34.3,26.7,10.8,28.8,2015
8,9 Mar,0.0,0.0,0.0,0.0,29.2,34.0,26.6,11.2,36.7,2015
9,10 Mar,0.0,0.0,0.0,0.0,29.2,34.7,26.4,12.2,37.8,2015
10,11 Mar,25.8,18.4,25.2,25.8,27.4,33.0,22.3,7.9,41.0,2015
11,12 Mar,1.2,1.0,1.0,1.0,28.2,34.8,24.9,7.2,28.8,2015
12,13 Mar,0.0,0.0,0.0,0.0,28.9,33.4,26.1,10.8,33.5,2015
13,14 Mar,0.0,0.0,0.0,0.0,28.9,33.4,25.9,11.5,33.1,2015
14,15 Mar,0.0,0.0,0.0,0.0,28.8,33.7,25.4,10.8,32.8,2015
15,16 Mar,0.0,0.0,0.0,0.0,28.7,33.6,24.8,11.9,33.8,2015
16,17 Mar,0.0,0.0,0.0,0.0,28.8,33.4,25.6,11.5,30.6,2015
17,18 Mar,0.0,0.0,0.0,0.0,28.7,33.6,24.8,9.7,32.4,2015
18,19 Mar,0.0,0.0,0.0,0.0,28.9,33.9,25.4,11.2,32.8,2015
19,20 Mar,0.0,0.0,0.0,0.0,29.3,33.7,26.4,12.6,31.3,2015
20,21 Mar,8.8,8.6,8.8,8.8,28.0,34.3,23.1,10.1,31.7,2015
21,22 Mar,0.0,0.0,0.0,0.0,28.7,34.1,25.6,7.9,30.2,2015
22,23 Mar,0.0,0.0,0.0,0.0,29.3,34.5,26.5,9.0,32.0,2015
23,24 Mar,0.0,0.0,0.0,0.0,29.0,33.5,26.9,8.3,31.3,2015
24,25 Mar,6.6,3.0,5.0,6.6,28.6,33.4,26.2,9.4,32.4,2015
25,26 Mar,0.8,0.8,0.8,0.8,29.6,34.1,26.8,13.3,32.4,2015
26,27 Mar,0.0,0.0,0.0,0.0,30.0,34.5,27.2,13.3,33.1,2015
27,28 Mar,29.0,25.8,28.8,29.0,27.9,33.7,22.9,8.6,34.9,2015
28,29 Mar,0.0,0.0,0.0,0.0,28.8,32.5,25.4,9.4,28.4,2015
29,30 Mar,0.0,0.0,0.0,0.0,27.6,31.4,24.8,5.4,22.3,2015
30,31 Mar,0.0,0.0,0.0,0.0,28.4,31.0,26.5,6.1,23.0,2015
0,1 Feb,0.0,0.0,0.0,0.0,28.1,32.0,25.6,14.0,38.9,2015
1,2 Feb,0.2,0.2,0.4,0.4,28.2,32.4,25.9,12.6,33.5,2015
2,3 Feb,0.0,0.0,0.0,0.0,28.4,32.9,26.4,13.7,36.0,2015
3,4 Feb,0.0,0.0,0.0,0.0,28.7,33.0,25.8,12.2,32.8,2015
4,5 Feb,0.0,0.0,0.0,0.0,28.2,32.4,25.6,11.5,35.6,2015
5,6 Feb,0.0,0.0,0.0,0.0,27.7,32.3,24.7,12.2,35.3,2015
6,7 Feb,0.0,0.0,0.0,0.0,28.1,33.0,24.8,11.9,37.1,2015
7,8 Feb,0.0,0.0,0.0,0.0,28.7,33.8,25.8,11.9,33.8,2015
8,9 Feb,0.0,0.0,0.0,0.0,28.8,34.1,25.8,10.8,37.1,2015
9,10 Feb,0.0,0.0,0.0,0.0,28.5,32.9,26.0,14.0,43.6,2015
10,11 Feb,0.0,0.0,0.0,0.0,27.7,32.0,24.7,13.3,39.6,2015
11,12 Feb,0.0,0.0,0.0,0.0,28.3,33.3,24.6,10.8,32.8,2015
12,13 Feb,0.0,0.0,0.0,0.0,28.8,32.9,26.5,14.8,38.2,2015
13,14 Feb,0.0,0.0,0.0,0.0,28.5,33.6,26.1,16.2,43.2,2015
14,15 Feb,0.0,0.0,0.0,0.0,27.9,32.9,26.0,13.0,34.9,2015
15,16 Feb,0.0,0.0,0.0,0.0,28.2,33.3,25.2,12.6,33.5,2015
16,17 Feb,9.2,4.4,5.0,7.0,27.2,33.2,23.0,8.3,27.0,2015
17,18 Feb,8.6,6.0,7.4,7.6,26.8,30.5,21.9,7.2,24.8,2015
18,19 Feb,13.4,11.6,13.4,13.4,28.0,32.4,25.7,10.4,29.9,2015
19,20 Feb,0.0,0.0,0.0,0.0,28.2,32.2,25.7,9.7,30.6,2015
20,21 Feb,0.0,0.0,0.0,0.0,28.6,32.7,26.1,13.7,35.3,2015
21,22 Feb,0.0,0.0,0.0,0.0,28.6,33.5,25.6,12.2,32.8,2015
22,23 Feb,0.0,0.0,0.0,0.0,28.3,32.7,25.6,11.5,34.9,2015
23,24 Feb,0.0,0.0,0.0,0.0,28.0,32.7,25.1,11.2,34.2,2015
24,25 Feb,0.0,0.0,0.0,0.0,28.6,33.6,25.6,12.2,34.2,2015
25,26 Feb,0.0,0.0,0.0,0.0,28.7,32.5,26.4,16.2,38.2,2015
26,27 Feb,0.2,0.2,0.2,0.2,28.0,32.1,26.1,13.3,41.4,2015
27,28 Feb,0.0,0.0,0.0,0.0,28.3,32.6,26.1,12.2,37.8,2015
0,1 Jan,0.0,0.0,0.0,0.0,28.2,33.4,25.1,6.5,26.3,2015
1,2 Jan,0.0,0.0,0.0,0.0,29.1,33.0,25.4,9.0,33.5,2015
2,3 Jan,0.0,0.0,0.0,0.0,29.6,32.9,26.2,13.0,43.9,2015
3,4 Jan,0.0,0.0,0.0,0.0,29.7,33.4,27.0,8.6,31.0,2015
4,5 Jan,0.0,0.0,0.0,0.0,28.0,31.9,26.5,7.9,28.8,2015
5,6 Jan,0.0,0.0,0.0,0.0,28.6,31.9,26.4,13.0,35.3,2015
6,7 Jan,0.0,0.0,0.0,0.0,28.9,32.6,26.3,15.5,35.3,2015
7,8 Jan,0.6,0.6,0.6,0.6,28.2,31.5,26.0,12.2,29.9,2015
8,9 Jan,0.0,0.0,0.0,0.0,28.5,32.2,26.1,13.3,37.8,2015
9,10 Jan,0.0,0.0,0.0,0.0,28.6,32.3,26.0,13.0,35.6,2015
10,11 Jan,5.8,3.2,3.2,3.4,27.9,32.1,24.7,11.5,37.1,2015
11,12 Jan,0.0,0.0,0.0,0.0,28.1,32.2,25.0,10.8,31.3,2015
12,13 Jan,0.0,0.0,0.0,0.0,28.0,32.4,25.5,10.4,32.0,2015
13,14 Jan,0.0,0.0,0.0,0.0,27.9,31.6,25.7,9.7,35.6,2015
14,15 Jan,0.0,0.0,0.0,0.0,28.3,32.2,25.6,9.0,27.7,2015
15,16 Jan,0.0,0.0,0.0,0.0,28.1,32.3,25.8,9.4,31.7,2015
16,17 Jan,16.2,8.8,9.4,9.4,26.9,32.6,23.8,7.9,31.7,2015
17,18 Jan,38.2,7.8,13.4,23.0,25.8,28.4,23.5,8.6,31.7,2015
18,19 Jan,0.0,0.0,0.0,0.0,27.2,31.1,24.6,9.4,33.1,2015
19,20 Jan,0.0,0.0,0.0,0.0,28.1,32.2,25.3,11.2,35.3,2015
20,21 Jan,1.4,1.4,1.4,1.4,27.8,31.9,25.9,10.1,33.8,2015
21,22 Jan,0.0,0.0,0.0,0.0,27.6,31.0,25.6,10.8,32.0,2015
22,23 Jan,0.2,0.2,0.2,0.2,28.0,31.4,25.6,14.4,47.5,2015
23,24 Jan,0.0,0.0,0.0,0.0,27.6,31.1,25.8,14.8,40.3,2015
24,25 Jan,0.4,0.4,0.4,0.4,27.2,30.2,25.0,12.2,34.2,2015
25,26 Jan,0.0,0.0,0.0,0.0,27.4,30.4,25.6,13.3,34.6,2015
26,27 Jan,0.0,0.0,0.0,0.0,27.9,31.3,25.7,13.3,39.2,2015
27,28 Jan,0.6,0.4,0.4,0.4,26.8,28.4,25.8,10.4,32.0,2015
28,29 Jan,0.2,0.2,0.2,0.2,27.8,31.8,26.0,13.7,38.2,2015
29,30 Jan,0.0,0.0,0.0,0.0,27.8,31.6,25.7,13.3,33.8,2015
30,31 Jan,0.0,0.0,0.0,0.0,27.6,31.6,25.2,10.4,34.2,2015
0,1 Dec,7.0,2.4,3.6,5.6,27.0,31.3,25.5,6.8,30.2,2014
1,2 Dec,0.4,0.2,0.2,0.4,27.5,31.2,25.4,8.6,31.3,2014
2,3 Dec,2.6,1.4,2.0,2.4,26.9,30.7,25.5,5.0,22.0,2014
3,4 Dec,0.0,0.0,0.0,0.0,27.8,31.9,24.9,7.6,26.3,2014
4,5 Dec,2.8,1.4,2.6,2.6,27.6,31.4,26.2,6.5,23.4,2014
5,6 Dec,4.6,3.0,3.2,3.2,27.1,30.4,25.6,5.8,24.5,2014
6,7 Dec,1.0,0.8,0.8,1.0,27.4,31.6,25.2,5.8,19.8,2014
7,8 Dec,0.0,0.0,0.0,0.0,28.1,32.3,25.3,6.5,26.6,2014
8,9 Dec,0.0,0.0,0.0,0.0,28.4,31.3,26.0,6.8,25.9,2014
9,10 Dec,0.2,0.2,0.2,0.2,27.4,31.6,25.9,6.1,37.4,2014
10,11 Dec,33.2,18.8,24.2,30.8,26.6,31.9,23.9,5.8,28.1,2014
11,12 Dec,0.2,0.2,0.2,0.2,27.3,31.3,25.2,5.8,30.6,2014
12,13 Dec,0.0,0.0,0.0,0.0,26.5,28.4,25.4,6.5,28.1,2014
13,14 Dec,0.0,0.0,0.0,0.0,26.9,29.6,25.4,8.3,30.2,2014
14,15 Dec,0.0,0.0,0.0,0.0,27.2,30.3,25.2,6.5,22.3,2014
15,16 Dec,43.8,24.4,33.0,42.6,26.3,31.6,23.7,5.8,31.7,2014
16,17 Dec,0.0,0.0,0.0,0.0,27.3,30.6,25.0,6.8,45.0,2014
17,18 Dec,0.2,0.2,0.2,0.2,27.9,31.2,25.6,7.6,25.2,2014
18,19 Dec,0.2,0.2,0.2,0.2,28.0,32.7,25.9,6.5,27.4,2014
19,20 Dec,15.6,9.2,13.8,15.0,27.4,32.1,23.6,7.9,29.9,2014
20,21 Dec,3.2,3.0,3.0,3.0,27.5,32.1,25.1,7.6,40.3,2014
21,22 Dec,0.0,0.0,0.0,0.0,28.1,31.7,25.6,9.0,31.3,2014
22,23 Dec,0.6,0.6,0.6,0.6,27.9,32.3,25.6,6.1,22.7,2014
23,24 Dec,0.0,0.0,0.0,0.0,28.1,32.2,25.2,7.6,27.0,2014
24,25 Dec,0.2,0.2,0.2,0.2,27.8,32.1,25.5,4.7,45.7,2014
25,26 Dec,0.2,0.2,0.2,0.2,28.6,33.1,24.7,8.3,35.6,2014
26,27 Dec,0.0,0.0,0.0,0.0,27.9,31.2,24.9,6.1,26.6,2014
27,28 Dec,0.0,0.0,0.0,0.0,29.2,33.8,25.9,7.9,30.2,2014
28,29 Dec,0.0,0.0,0.0,0.0,28.4,31.2,26.3,5.8,22.7,2014
29,30 Dec,17.4,13.0,14.8,16.6,28.0,33.8,25.6,7.6,38.5,2014
30,31 Dec,39.2,21.4,25.6,32.2,27.1,32.0,24.8,6.8,31.3,2014
0,1 Nov,0.2,0.2,0.2,0.2,26.4,27.2,25.3,7.9,31.0,2014
1,2 Nov,7.8,4.0,4.0,4.0,26.8,31.0,24.5,7.6,34.2,2014
2,3 Nov,0.4,0.4,0.4,0.4,27.5,31.4,25.4,5.0,26.6,2014
3,4 Nov,3.4,2.4,3.0,3.0,27.8,32.0,25.4,6.8,30.2,2014
4,5 Nov,0.4,0.4,0.4,0.4,27.8,31.8,25.7,5.0,18.7,2014
5,6 Nov,3.8,2.6,2.8,2.8,27.0,32.3,23.6,6.1,28.4,2014
6,7 Nov,12.0,6.8,10.0,11.4,27.7,31.6,24.4,6.1,25.2,2014
7,8 Nov,5.4,4.2,4.2,4.2,27.5,32.7,24.8,6.5,32.8,2014
8,9 Nov,1.6,1.6,1.6,1.6,26.8,28.5,25.6,4.7,18.7,2014
9,10 Nov,0.0,0.0,0.0,0.0,27.6,32.3,25.6,5.8,28.4,2014
10,11 Nov,0.8,0.4,0.4,0.4,26.9,31.5,25.0,5.4,30.2,2014
11,12 Nov,12.4,12.2,12.4,12.4,27.5,32.5,24.5,5.4,33.8,2014
12,13 Nov,2.4,2.0,2.2,2.2,27.1,30.9,24.8,5.0,23.8,2014
13,14 Nov,2.0,0.6,1.2,1.6,27.7,31.2,24.8,5.0,19.8,2014
14,15 Nov,4.6,2.4,2.4,2.6,26.6,30.9,23.9,5.4,55.4,2014
15,16 Nov,0.8,0.8,0.8,0.8,27.6,30.8,25.0,5.0,19.4,2014
16,17 Nov,18.4,13.4,16.4,18.2,27.2,30.0,22.4,6.1,45.4,2014
17,18 Nov,7.4,4.2,5.2,6.2,26.5,28.9,23.6,5.8,31.3,2014
18,19 Nov,20.6,19.4,19.8,20.6,26.9,31.8,23.6,5.0,32.4,2014
19,20 Nov,4.0,3.8,4.0,4.0,27.7,32.0,23.8,5.0,19.1,2014
20,21 Nov,13.2,9.6,11.4,12.0,26.4,30.1,22.8,5.0,40.0,2014
21,22 Nov,2.0,1.0,1.2,1.4,26.9,29.8,23.6,6.5,27.0,2014
22,23 Nov,4.0,3.8,4.0,4.0,27.5,31.9,24.4,7.2,29.5,2014
23,24 Nov,0.0,0.0,0.0,0.0,28.2,33.4,25.9,5.8,22.3,2014
24,25 Nov,4.8,4.6,4.8,4.8,27.6,30.1,24.2,4.3,24.8,2014
25,26 Nov,14.4,13.4,13.4,13.4,27.5,31.9,23.9,5.4,29.9,2014
26,27 Nov,9.6,4.8,7.0,7.0,26.6,28.5,24.2,6.5,33.5,2014
27,28 Nov,0.0,0.0,0.0,0.0,28.2,32.0,25.2,7.9,26.3,2014
28,29 Nov,5.6,3.8,4.0,5.4,28.0,31.5,26.0,6.8,31.7,2014
29,30 Nov,7.6,3.4,3.6,4.4,27.3,30.6,25.2,6.5,22.7,2014
0,1 Oct,0.0,0.0,0.0,0.0,29.5,33.1,27.4,14.0,36.4,2014
1,2 Oct,0.0,0.0,0.0,0.0,29.5,33.3,26.8,11.5,31.7,2014
2,3 Oct,0.0,0.0,0.0,0.0,29.7,32.6,27.3,9.4,33.1,2014
3,4 Oct,0.0,0.0,0.0,0.0,30.1,34.0,28.0,16.2,40.3,2014
4,5 Oct,0.0,0.0,0.0,0.0,29.9,34.5,27.6,13.0,35.6,2014
5,6 Oct,8.8,8.6,8.8,8.8,28.3,33.0,25.3,10.1,45.7,2014
6,7 Oct,11.0,6.6,6.6,10.8,27.3,31.0,23.7,7.2,41.0,2014
7,8 Oct,4.8,3.8,3.8,3.8,27.4,31.5,25.3,5.8,29.2,2014
8,9 Oct,45.4,20.4,37.8,41.0,26.8,29.9,23.5,5.0,21.6,2014
9,10 Oct,60.6,24.0,35.0,56.2,26.5,31.4,23.7,5.4,25.6,2014
10,11 Oct,1.2,1.2,1.2,1.2,27.0,32.5,24.8,5.8,26.3,2014
11,12 Oct,58.8,31.6,47.4,52.6,26.2,31.0,22.5,5.4,44.6,2014
12,13 Oct,2.4,0.8,1.2,1.6,26.6,29.1,24.0,4.7,20.9,2014
13,14 Oct,4.2,1.0,1.2,1.2,25.6,26.6,24.2,4.3,31.3,2014
14,15 Oct,0.0,0.0,0.0,0.0,28.0,32.2,24.6,5.8,23.8,2014
15,16 Oct,0.0,0.0,0.0,0.0,27.8,32.9,25.3,6.5,48.2,2014
16,17 Oct,8.2,6.8,8.2,8.2,27.4,30.8,23.6,5.0,30.2,2014
17,18 Oct,4.6,4.2,4.6,4.6,26.9,30.1,23.4,7.6,33.1,2014
18,19 Oct,4.8,3.0,4.4,4.8,28.2,33.3,23.7,5.4,25.2,2014
19,20 Oct,9.2,8.8,9.2,9.2,28.8,31.9,24.7,6.5,26.3,2014
20,21 Oct,0.0,0.0,0.0,0.0,29.1,32.6,27.2,10.4,39.6,2014
21,22 Oct,0.0,0.0,0.0,0.0,28.7,32.2,25.1,9.0,35.6,2014
22,23 Oct,0.0,0.0,0.0,0.0,27.9,32.1,25.8,6.1,30.2,2014
23,24 Oct,0.8,0.8,0.8,0.8,27.5,32.1,25.7,5.8,26.6,2014
24,25 Oct,0.0,0.0,0.0,0.0,27.4,31.6,25.2,5.0,27.7,2014
25,26 Oct,0.0,0.0,0.0,0.0,28.6,32.8,25.9,6.8,30.6,2014
26,27 Oct,3.6,3.6,3.6,3.6,27.6,32.1,25.5,5.4,30.2,2014
27,28 Oct,5.2,4.2,4.2,4.6,26.9,31.8,25.1,5.0,28.8,2014
28,29 Oct,0.4,0.4,0.4,0.4,27.9,32.4,25.5,5.8,37.8,2014
29,30 Oct,0.4,0.2,0.4,0.4,28.3,32.9,25.8,6.8,29.9,2014
30,31 Oct,0.0,0.0,0.0,0.0,27.6,31.5,25.6,8.3,31.3,2014
0,1 Sep,0.0,0.0,0.0,0.0,28.1,32.0,24.8,7.2,24.8,2014
1,2 Sep,7.6,7.4,7.6,7.6,26.9,29.5,21.4,5.0,45.0,2014
2,3 Sep,2.6,2.0,2.0,2.2,27.7,30.1,23.5,7.9,40.0,2014
3,4 Sep,27.8,22.4,26.6,27.8,26.0,27.8,23.0,4.3,35.3,2014
4,5 Sep,0.0,0.0,0.0,0.0,27.5,30.0,24.5,6.1,24.8,2014
5,6 Sep,0.0,0.0,0.0,0.0,28.3,31.9,25.9,8.3,24.8,2014
6,7 Sep,6.0,2.6,2.8,3.0,26.7,28.9,24.7,5.4,27.7,2014
7,8 Sep,45.0,25.4,31.8,34.8,26.7,30.1,21.8,5.8,42.5,2014
8,9 Sep,15.4,15.0,15.2,15.2,27.4,30.3,23.3,5.8,29.2,2014
9,10 Sep,2.4,2.0,2.2,2.2,27.3,31.2,25.9,6.5,37.1,2014
10,11 Sep,1.0,0.6,1.0,1.0,26.5,29.1,25.0,6.5,35.3,2014
11,12 Sep,0.0,0.0,0.0,0.0,27.6,30.8,24.8,8.6,36.4,2014
12,13 Sep,0.0,0.0,0.0,0.0,29.0,32.0,26.4,9.4,29.9,2014
13,14 Sep,0.0,0.0,0.0,0.0,29.0,32.0,26.5,11.5,33.5,2014
14,15 Sep,0.0,0.0,0.0,0.0,28.7,31.0,27.3,10.8,28.1,2014
15,16 Sep,0.0,0.0,0.0,0.0,28.7,30.6,27.2,11.9,36.0,2014
16,17 Sep,0.0,0.0,0.0,0.0,28.9,31.6,27.0,14.8,34.9,2014
17,18 Sep,1.2,0.6,1.2,1.2,27.6,31.9,24.7,7.9,27.7,2014
18,19 Sep,0.2,0.2,0.2,0.2,27.3,31.3,25.1,7.9,34.2,2014
19,20 Sep,3.6,2.0,2.4,3.6,26.8,32.0,23.7,6.5,36.0,2014
20,21 Sep,26.0,16.0,25.0,26.0,26.5,29.8,23.8,5.4,23.0,2014
21,22 Sep,5.6,5.4,5.6,5.6,27.1,31.3,24.7,6.5,37.4,2014
22,23 Sep,0.0,0.0,0.0,0.0,28.7,32.5,25.3,9.7,31.7,2014
23,24 Sep,0.0,0.0,0.0,0.0,28.9,32.1,26.1,11.5,30.6,2014
24,25 Sep,0.0,0.0,0.0,0.0,29.0,32.6,26.3,11.5,32.0,2014
25,26 Sep,0.0,0.0,0.0,0.0,28.7,32.5,27.0,10.8,34.6,2014
26,27 Sep,0.0,0.0,0.0,0.0,29.4,33.0,26.6,10.4,32.8,2014
27,28 Sep,0.0,0.0,0.0,0.0,29.5,32.5,27.3,13.3,29.9,2014
28,29 Sep,0.0,0.0,0.0,0.0,29.3,32.6,27.3,13.0,33.8,2014
29,30 Sep,0.0,0.0,0.0,0.0,29.3,32.9,27.3,13.7,45.4,2014
0,1 Aug,4.2,1.6,2.4,3.6,26.4,27.4,24.6,9.0,24.8,2014
1,2 Aug,0.0,0.0,0.0,0.0,28.1,31.5,26.2,7.6,26.6,2014
2,3 Aug,0.0,0.0,0.0,0.0,28.6,31.5,26.2,11.9,34.6,2014
3,4 Aug,27.2,21.8,25.2,25.4,28.1,30.3,24.9,15.1,33.8,2014
4,5 Aug,2.2,2.0,2.0,2.2,28.3,31.1,26.8,12.2,40.3,2014
5,6 Aug,0.0,0.0,0.0,0.0,28.8,31.3,27.1,13.0,33.5,2014
6,7 Aug,0.0,0.0,0.0,0.0,28.3,30.5,25.6,10.4,32.4,2014
7,8 Aug,6.8,5.6,5.8,6.0,26.6,29.6,21.9,7.2,40.0,2014
8,9 Aug,0.0,0.0,0.0,0.0,28.6,31.3,26.8,9.0,29.5,2014
9,10 Aug,0.0,0.0,0.0,0.0,29.2,32.0,27.0,11.2,32.0,2014
10,11 Aug,0.0,0.0,0.0,0.0,29.1,33.0,27.2,11.2,38.2,2014
11,12 Aug,0.0,0.0,0.0,0.0,29.4,32.4,27.0,10.4,29.2,2014
12,13 Aug,0.0,0.0,0.0,0.0,29.6,32.4,27.9,13.3,34.9,2014
13,14 Aug,0.0,0.0,0.0,0.0,29.8,33.0,27.7,14.0,36.7,2014
14,15 Aug,0.0,0.0,0.0,0.0,29.6,32.8,27.9,16.9,37.1,2014
15,16 Aug,0.0,0.0,0.0,0.0,29.4,32.6,27.4,13.3,31.0,2014
16,17 Aug,3.0,2.2,2.2,2.2,28.2,30.6,24.9,11.5,31.3,2014
17,18 Aug,0.0,0.0,0.0,0.0,29.1,32.3,26.8,16.2,37.8,2014
18,19 Aug,0.8,0.8,0.8,0.8,29.1,32.2,27.5,18.4,40.3,2014
19,20 Aug,0.0,0.0,0.0,0.0,29.4,33.0,27.5,15.5,38.2,2014
20,21 Aug,0.0,0.0,0.0,0.0,29.2,32.7,27.2,14.0,43.2,2014
21,22 Aug,31.6,11.6,11.6,12.8,27.2,29.9,24.1,6.1,32.0,2014
22,23 Aug,5.0,4.4,5.0,5.0,28.4,33.2,25.3,7.2,26.6,2014
23,24 Aug,34.6,22.8,22.8,22.8,26.9,30.8,22.5,8.6,27.0,2014
24,25 Aug,0.0,0.0,0.0,0.0,27.6,31.5,24.8,7.2,41.8,2014
25,26 Aug,0.0,0.0,0.0,0.0,29.0,32.5,26.2,10.1,29.2,2014
26,27 Aug,0.0,0.0,0.0,0.0,29.1,32.7,26.5,12.6,36.7,2014
27,28 Aug,0.0,0.0,0.0,0.0,28.6,32.2,27.0,9.0,45.0,2014
28,29 Aug,0.0,0.0,0.0,0.0,28.2,30.7,26.3,8.3,31.7,2014
29,30 Aug,6.0,5.6,6.0,6.0,28.2,32.0,25.0,9.4,41.8,2014
30,31 Aug,0.2,0.2,0.2,0.2,28.0,32.5,26.3,8.6,43.6,2014
0,1 Jul,1.8,0.6,1.0,1.2,27.0,30.2,25.3,8.3,36.4,2014
1,2 Jul,0.0,0.0,0.0,0.0,27.5,30.9,25.7,5.4,39.6,2014
2,3 Jul,31.4,17.8,27.4,31.0,27.3,29.9,23.1,7.6,29.9,2014
3,4 Jul,0.0,0.0,0.0,0.0,28.3,31.5,24.5,9.0,29.9,2014
4,5 Jul,0.0,0.0,0.0,0.0,28.9,31.7,26.7,11.5,29.2,2014
5,6 Jul,0.0,0.0,0.0,0.0,28.8,31.5,26.8,15.1,41.8,2014
6,7 Jul,32.4,19.4,28.4,32.2,28.4,31.2,25.2,11.9,39.6,2014
7,8 Jul,0.0,0.0,0.0,0.0,28.5,31.3,26.4,9.4,29.9,2014
8,9 Jul,0.0,0.0,0.0,0.0,28.8,31.2,27.1,11.9,33.8,2014
9,10 Jul,13.8,7.8,10.4,13.8,26.9,28.5,23.7,7.2,32.8,2014
10,11 Jul,0.0,0.0,0.0,0.0,28.2,31.5,26.7,6.1,24.1,2014
11,12 Jul,0.0,0.0,0.0,0.0,29.1,32.3,27.3,12.2,35.3,2014
12,13 Jul,0.0,0.0,0.0,0.0,29.0,31.7,27.3,13.0,32.8,2014
13,14 Jul,19.2,19.2,19.2,19.2,28.5,30.7,24.2,11.5,29.2,2014
14,15 Jul,25.6,16.2,23.6,24.8,27.3,30.2,21.9,10.1,51.1,2014
15,16 Jul,0.0,0.0,0.0,0.0,29.0,31.8,27.1,11.9,31.7,2014
16,17 Jul,0.0,0.0,0.0,0.0,29.1,31.4,27.6,13.7,34.6,2014
17,18 Jul,0.0,0.0,0.0,0.0,29.2,31.8,27.8,14.8,37.4,2014
18,19 Jul,8.0,7.2,7.8,8.0,28.2,31.1,23.5,14.0,40.0,2014
19,20 Jul,1.0,1.0,1.0,1.0,29.0,31.9,25.7,8.6,24.5,2014
20,21 Jul,0.0,0.0,0.0,0.0,28.6,31.3,25.8,7.2,26.3,2014
21,22 Jul,0.0,0.0,0.0,0.0,29.3,31.9,27.5,10.4,29.9,2014
22,23 Jul,0.0,0.0,0.0,0.0,29.7,33.0,28.0,14.8,41.0,2014
23,24 Jul,0.0,0.0,0.0,0.0,29.5,32.3,27.6,15.8,40.3,2014
24,25 Jul,5.2,3.0,5.2,5.2,27.7,29.7,24.9,7.6,33.8,2014
25,26 Jul,0.0,0.0,0.0,0.0,28.3,32.2,25.5,9.7,31.0,2014
26,27 Jul,0.0,0.0,0.0,0.0,29.2,32.2,27.1,13.3,33.8,2014
27,28 Jul,0.0,0.0,0.0,0.0,29.6,33.0,27.4,13.0,32.0,2014
28,29 Jul,0.0,0.0,0.0,0.0,29.0,32.0,27.5,12.6,36.0,2014
29,30 Jul,4.8,3.6,4.6,4.8,27.4,29.5,24.0,8.3,34.2,2014
30,31 Jul,0.0,0.0,0.0,0.0,27.8,32.4,26.4,6.1,33.1,2014
0,1 Jun,24.2,7.0,10.2,16.2,27.9,30.9,24.1,4.3,24.8,2014
1,2 Jun,46.8,28.0,37.8,42.8,27.2,31.2,22.9,4.7,43.2,2014
2,3 Jun,0.0,0.0,0.0,0.0,29.0,32.9,26.0,7.2,25.6,2014
3,4 Jun,0.4,0.4,0.4,0.4,29.7,32.5,26.5,7.9,23.0,2014
4,5 Jun,0.0,0.0,0.0,0.0,29.5,32.9,27.3,9.0,29.5,2014
5,6 Jun,0.0,0.0,0.0,0.0,30.2,32.9,28.2,12.6,31.7,2014
6,7 Jun,0.0,0.0,0.0,0.0,30.3,33.4,28.3,11.5,28.1,2014
7,8 Jun,3.8,3.8,3.8,3.8,29.2,31.7,24.2,7.9,36.4,2014
8,9 Jun,0.0,0.0,0.0,0.0,29.3,32.3,27.0,5.8,21.2,2014
9,10 Jun,0.0,0.0,0.0,0.0,29.9,31.9,28.1,12.2,36.0,2014
10,11 Jun,0.0,0.0,0.0,0.0,30.2,33.1,28.3,13.7,35.3,2014
11,12 Jun,0.0,0.0,0.0,0.0,29.9,32.5,28.3,9.4,30.2,2014
12,13 Jun,1.4,1.0,1.0,1.0,28.5,32.2,25.2,8.3,42.5,2014
13,14 Jun,3.2,3.0,3.0,3.0,29.1,32.1,27.1,6.5,27.4,2014
14,15 Jun,6.8,6.2,6.2,6.4,27.1,29.5,23.6,5.4,33.8,2014
15,16 Jun,0.0,0.0,0.0,0.0,29.3,32.6,26.1,10.1,31.3,2014
16,17 Jun,0.4,0.4,0.4,0.4,29.6,32.7,27.7,11.9,34.6,2014
17,18 Jun,9.4,9.4,9.4,9.4,28.4,31.3,23.9,8.3,47.2,2014
